MeasureName,MeasureType,StratificationLevel,StateName,CountyName,ReportYear,Value,Unit,MonitorOnly
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,South Carolina,Richland,2007,13.7850297707555,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Illinois,St. Clair,2007,15.5782967032967,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Wisconsin,Outagamie,2007,11.2350111234705,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Tennessee,Sumner,2007,13.8589840563589,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Florida,Sarasota,2007,8.11068181818182,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Virginia,Fairfax,2007,13.4922650625237,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Florida,Escambia,2007,10.8843810583188,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Pennsylvania,Lackawanna,2007,11.2839318929588,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Oklahoma,Mayes,2007,12.0905238095238,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Kentucky,Kenton,2007,14.2000726998252,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Florida,Volusia,2007,9.79535714285714,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,West Virginia,Wood,2007,15.2540551009058,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Hawaii,Honolulu,2007,4.93901098901099,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Montana,Sanders,2007,7.54966814979607,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Kansas,Wyandotte,2007,11.6661012235818,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Kentucky,Carter,2007,12.8115932311622,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Ohio,Clermont,2007,14.0125925925926,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Virginia,Bristol,2007,13.8560155361879,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Nebraska,Douglas,2007,9.840207018550387,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Arkansas,Arkansas,2007,12.3097200887523,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Texas,Harris,2007,15.7139297344091,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Maryland,Cecil,2007,12.3717162944582,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Placer,2007,8.38833333333333,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Louisiana,Rapides,2007,9.97632341796135,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Wisconsin,Ozaukee,2007,12.9291666666667,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Calaveras,2007,7.85595238095238,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Wisconsin,Sauk,2007,11.0525305895439,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Minnesota,Washington,2007,8.7002380952381,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Massachusetts,Essex,2007,9.450961021505368,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Maine,Penobscot,2007,8.68920228825679,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,North Carolina,New Hanover,2007,8.97395320197044,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,North Carolina,Wake,2007,13.1778900222415,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Texas,Potter,2007,6.14163440860215,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Missouri,Greene,2007,11.843064516129,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Connecticut,Hartford,2007,9.98497392100653,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Missouri,St. Charles,2007,13.2009682015853,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Texas,Tarrant,2007,11.6734817589125,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,West Virginia,Berkeley,2007,15.6122413793103,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Indiana,Porter,2007,13.7936111111111,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Massachusetts,Hampden,2007,12.2151468710089,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Shasta,2007,5.55397435897436,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Ohio,Greene,2007,13.2754677816622,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Alabama,Morgan,2007,14.354247311828,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Arkansas,Phillips,2007,12.621005414373,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Arizona,Santa Cruz,2007,12.565,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Tennessee,Lawrence,2007,12.5889234839235,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,North Carolina,Wayne,2007,11.4535452586207,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Wisconsin,St. Croix,2007,10.5829569892473,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Iowa,Linn,2007,11.1284350998464,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Massachusetts,Middlesex,2007,8.695,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Tennessee,Montgomery,2007,13.2974723818413,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Michigan,Muskegon,2007,10.5040707920501,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,North Carolina,McDowell,2007,14.0040625,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Pennsylvania,Cambria,2007,14.4221428571429,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Louisiana,St. Bernard,2007,10.9814606227106,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Indiana,Howard,2007,13.5103225478225,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Iowa,Van Buren,2007,10.8221605090312,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Tennessee,Davidson,2007,14.2256720430108,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Solano,2007,9.78,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Delaware,Kent,2007,12.1283112923825,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Georgia,Washington,2007,14.5882142857143,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Montana,Lincoln,2007,13.1167795566502,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Kentucky,Bullitt,2007,15.3175694444444,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Nebraska,Washington,2007,8.61213095238096,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Minnesota,Olmsted,2007,10.2892679900744,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Montana,Flathead,2007,10.4882982120051,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Iowa,Palo Alto,2007,9.32787356321839,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Illinois,Champaign,2007,13.2476923076923,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Florida,Manatee,2007,8.52381110269041,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Utah,Davis,2007,11.5751724137931,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Alabama,Russell,2007,15.7742244267297,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Indiana,Tippecanoe,2007,13.4916846684986,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Wyoming,Sublette,2007,5.85877805145047,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,West Virginia,Ohio,2007,15.2006486042693,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Vermont,Rutland,2007,10.945919996351,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Alabama,Colbert,2007,13.5392857142857,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Minnesota,Ramsey,2007,10.8981933497537,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Alabama,DeKalb,2007,13.908783709107,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Michigan,Monroe,2007,13.0799801061008,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Illinois,McHenry,2007,11.5857720829412,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Georgia,Gwinnett,2007,14.1842273307791,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,North Carolina,Montgomery,2007,12.0586822660098,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Tennessee,Shelby,2007,13.5363825031928,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Pennsylvania,York,2007,15.8416666666667,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,South Dakota,Brown,2007,7.9699879495736,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,San Benito,2007,6.24790178571429,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Santa Cruz,2007,6.35178571428571,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,New Mexico,Chaves,2007,6.6008773490239,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,North Carolina,Forsyth,2007,13.5586731539342,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Rhode Island,Kent,2007,8.46784391534391,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,South Carolina,Lexington,2007,13.4311264524249,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Oklahoma,Tulsa,2007,12.1704069243308,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,South Dakota,Minnehaha,2007,9.5764888337469,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,North Carolina,Davidson,2007,14.6367592592593,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Maryland,Prince George's,2007,14.1434523809524,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Santa Barbara,2007,9.49,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Colorado,Denver,2007,10.1734260557068,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Kansas,Sedgwick,2007,10.6110207210291,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Illinois,Jersey,2007,13.346510989011,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,New Jersey,Mercer,2007,12.0460674614138,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Virginia,Arlington,2007,13.9575,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Kentucky,Christian,2007,13.9899201787995,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Florida,Duval,2007,10.4218965612193,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Illinois,Will,2007,14.577619047619,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Kentucky,Pike,2007,14.4449748563218,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Florida,Leon,2007,12.3114975369458,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Minnesota,Stearns,2007,8.3165006385696,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Louisiana,Iberville,2007,12.16586968268,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Oregon,Multnomah,2007,8.08442323481117,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Idaho,Benewah,2007,9.873839031339028,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Sacramento,2007,12.3216666666667,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Plumas,2007,13.0020502645503,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Louisiana,Caddo,2007,12.2516906130268,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Georgia,Bibb,2007,16.8781253070046,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,New Jersey,Warren,2007,13.0073112535613,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Ohio,Jefferson,2007,16.6327380952381,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Oregon,Josephine,2007,8.16141025641026,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,West Virginia,Marion,2007,15.2985692951016,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,New York,Bronx,2007,15.6436206896552,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Oklahoma,Cherokee,2007,13.2516666666667,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Contra Costa,2007,8.43810075129615,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Montana,Missoula,2007,11.5165234519837,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Illinois,Madison,2007,15.1079477355339,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Iowa,Black Hawk,2007,12.4401466429484,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,New York,Steuben,2007,8.09452681016974,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Georgia,Muscogee,2007,15.1592399267399,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Wyoming,Fremont,2007,7.47934970014992,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Fresno,2007,18.878006619817,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Arizona,Pima,2007,5.84242394568481,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,New Jersey,Gloucester,2007,13.3005276601465,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Washington,Clark,2007,9.592640692640693,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,New Mexico,San Juan,2007,5.95520114942529,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Iowa,Scott,2007,15.0698762626263,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Kansas,Linn,2007,10.2845114942529,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Sonoma,2007,7.58127976190476,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Missouri,Jackson,2007,12.347168857857,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Alaska,Matanuska-Susitna,2007,5.54985887096774,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Georgia,Cobb,2007,15.8532183908046,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Ventura,2007,11.6526003466521,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Washington,Yakima,2007,9.6869298245614,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Oregon,Washington,2007,8.21004578754579,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Michigan,Washtenaw,2007,13.1382949308756,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,South Carolina,Greenwood,2007,12.8537778233899,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,North Carolina,Durham,2007,12.9276563794532,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Tennessee,Dyer,2007,12.0802193574872,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Iowa,Woodbury,2007,10.643275862069,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Florida,Lee,2007,8.21889599555061,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Georgia,DeKalb,2007,15.6311370632139,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Sutter,2007,8.17089653639914,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,South Carolina,Chesterfield,2007,12.2748677248677,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Vermont,Bennington,2007,8.25279967159278,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,Monterey,2007,7.015,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Tennessee,Maury,2007,13.3604094827586,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Indiana,LaPorte,2007,12.3659145167895,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,California,San Francisco,2007,8.65759877259404,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Minnesota,Mille Lacs,2007,6.56095054945055,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Alaska,Fairbanks North Star,2007,10.8251501536098,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Maryland,Montgomery,2007,11.7479246782139,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Tennessee,Putnam,2007,13.3495546869422,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,North Carolina,Jackson,2007,12.7710557960558,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Massachusetts,Berkshire,2007,10.1406875695217,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Iowa,Bremer,2007,9.756369047619048,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,New Jersey,Middlesex,2007,12.2029497354497,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Utah,Cache,2007,9.57095488838891,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Tennessee,Hamilton,2007,15.6067741935484,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,New York,St. Lawrence,2007,5.94945054945055,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Tennessee,McMinn,2007,15.5087068965517,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,South Carolina,Edgefield,2007,12.4394967953811,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,New Hampshire,Merrimack,2007,9.753299209770113,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Texas,Hidalgo,2007,10.9446560993697,µg/m³,1
Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,Iowa,Lee,2007,12.6994252873563,µg/m³,1
